run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Taxi-driver,43,0.045987984,1.001013879,11,SUCCESS,0,experiments/20260710_150729/logs/Taxi-driver/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
