Selected algorithm = INCREMENTAL_VALUE_ITERATION
Selected reward strategy = ONCEANDFORALL
Selected environment = Frozen_lake
Load classical B Machine
Load success
Exploration strategy = PREPROCESS
Start exploration
.Model Checking complete. No error nodes found.Total states: 45

End of exploration 44 | Exploration time: 0.017260983 seconds
Start learning (Incremental Value Iteration)
Iteration: 1 | delta: 1000.0
Iteration: 2 | delta: 1709.0
Iteration: 3 | delta: 1538.1000000000001
Iteration: 4 | delta: 1975.5900000000001
Iteration: 5 | delta: 2084.4279
Iteration: 6 | delta: 1875.9851099999998
Iteration: 7 | delta: 2487.32904519
Iteration: 8 | delta: 2487.32904519
Iteration: 9 | delta: 1367.59314519
Iteration: 10 | delta: 1494.2897545039013
Iteration: 11 | delta: 2245.7607790535108
Iteration: 12 | delta: 1819.0662310333432
Iteration: 13 | delta: 1969.2049986848779
Iteration: 14 | delta: 1637.1596079300093
Iteration: 15 | delta: 1772.2844988163902
Iteration: 16 | delta: 632.9537299811391
Iteration: 17 | delta: 1435.550444041276
Iteration: 18 | delta: 614.6525410047425
Iteration: 19 | delta: 512.6925212847227
Iteration: 20 | delta: 634.2691758752917
Iteration: 21 | delta: 553.1872869042681
Iteration: 22 | delta: 228.76792454961014
Iteration: 23 | delta: 336.37756321490815
Iteration: 24 | delta: 462.38222921308625
Iteration: 25 | delta: 416.14400629177726
Iteration: 26 | delta: 447.8638210621102
Iteration: 27 | delta: 447.8638210621102
Iteration: 28 | delta: 362.76969506030946
Iteration: 29 | delta: 326.4927255542789
Iteration: 30 | delta: 376.29190362327245
Iteration: 31 | delta: 461.423269156252
Iteration: 32 | delta: 461.423269156252
Iteration: 33 | delta: 776.8302869724639
Iteration: 34 | delta: 415.28094224062716
Iteration: 35 | delta: 830.3521322528404
Iteration: 36 | delta: 747.3169190275567
Iteration: 37 | delta: 399.017333716396
Iteration: 38 | delta: 61.051962766786346
Iteration: 39 | delta: 95.64835312968717
Iteration: 40 | delta: 86.083517816719
Iteration: 41 | delta: 461.7722182047837
Iteration: 42 | delta: 415.594996384305
Iteration: 43 | delta: 95.00295926139552
Iteration: 44 | delta: 117.28760402641456
Iteration: 45 | delta: 25.27530982985354
Iteration: 46 | delta: 20.473000962180777
Iteration: 47 | delta: 16.423203268261204
Iteration: 48 | delta: 62.75488448838587
Iteration: 49 | delta: 76.95239700172715
Iteration: 50 | delta: 163.03591481844524
Iteration: 51 | delta: 62.3314415713985
Iteration: 52 | delta: 62.3314415713985
Iteration: 53 | delta: 93.53552778109406
Iteration: 54 | delta: 75.76377750268603
Iteration: 55 | delta: 61.36865977717571
Iteration: 56 | delta: 61.36865977717571
Iteration: 57 | delta: 55.2317937994585
Iteration: 58 | delta: 6.362685441135909
Iteration: 59 | delta: 7.069650490151616
Iteration: 60 | delta: 19.158752828308934
Iteration: 61 | delta: 21.88127523206458
Iteration: 62 | delta: 19.693147708858305
Iteration: 63 | delta: 21.88127523206458
Iteration: 64 | delta: 17.723832937972475
Iteration: 65 | delta: 26.41719575571915
Iteration: 66 | delta: 23.77547618014796
Iteration: 67 | delta: 24.470816174987704
Iteration: 68 | delta: 29.955394601553962
Iteration: 69 | delta: 3.072887612854174
Iteration: 70 | delta: 22.02373455748875
Iteration: 71 | delta: 19.821361101739967
Iteration: 72 | delta: 17.83922499156597
Iteration: 73 | delta: 17.83922499156597
Iteration: 74 | delta: 3.649180028655792
Iteration: 75 | delta: 3.1951400205653044
Iteration: 76 | delta: 4.971957386002941
Iteration: 77 | delta: 4.982290433460548
Iteration: 78 | delta: 4.027285482662592
Iteration: 79 | delta: 4.474761647402374
Iteration: 80 | delta: 4.027285482662592
Iteration: 81 | delta: 1.6980284076698808
Iteration: 82 | delta: 3.262101240957236
Iteration: 83 | delta: 1.9393238836091768
Iteration: 84 | delta: 2.14026462419406
Iteration: 85 | delta: 1.6834887167433408
Iteration: 86 | delta: 1.6834887167433408
Iteration: 87 | delta: 1.6834887167433408
Iteration: 88 | delta: 1.4042276199343178
Iteration: 89 | delta: 1.3636258605620242
Iteration: 90 | delta: 1.7336143455977435
Iteration: 91 | delta: 1.2272632745061856
Iteration: 92 | delta: 0.7309455511513079
Iteration: 93 | delta: 1.266431379963251
Iteration: 94 | delta: 1.3825376869990578
Iteration: 95 | delta: 1.2442839182986063
Iteration: 96 | delta: 1.1198555264682
Iteration: 97 | delta: 0.9070829764395967
Iteration: 98 | delta: 1.2442839182986063
Iteration: 99 | delta: 1.1198555264682
Iteration: 100 | delta: 1.007869973821471
Reached maximum number of iterations.
Execution time (Incremental VI): 10.457965116 seconds
Nb states discovered (env): 44
Interactive play is only supported for TicTacToe. Skipping step-by-step display.
