Selected algorithm = INCREMENTAL_VALUE_ITERATION
Selected reward strategy = EMBEDDED
Selected environment = autoV2embedded
Load classical B Machine
Load success
Exploration strategy = PREPROCESS
Start exploration
.Model Checking complete. No error nodes found.Total states: 2831

End of exploration 2830 | Exploration time: 0.425767666 seconds
Start learning (Incremental Value Iteration)
Iteration: 1 | delta: 10000.0
Iteration: 2 | delta: 10000.0
Iteration: 3 | delta: 4078.0805000000005
Iteration: 4 | delta: 10000.0
Iteration: 5 | delta: 10000.0
Iteration: 6 | delta: 5147.220684500001
Iteration: 7 | delta: 10000.0
Iteration: 8 | delta: 4078.0805000000005
Iteration: 9 | delta: 10000.0
Iteration: 10 | delta: 5422.498616050001
Iteration: 11 | delta: 4844.248754445001
Iteration: 12 | delta: 10000.0
Iteration: 13 | delta: 11150.0
Iteration: 14 | delta: 5614.248754445001
Iteration: 15 | delta: 6251.027341990406
Iteration: 16 | delta: 7980.0
Iteration: 17 | delta: 5429.02573964
Iteration: 18 | delta: 5988.3108491084
Iteration: 19 | delta: 6657.332147012229
Iteration: 20 | delta: 6370.724607791366
Iteration: 21 | delta: 6024.2390390799055
Iteration: 22 | delta: 6133.895135171915
Iteration: 23 | delta: 6349.679135171916
Iteration: 24 | delta: 6840.505621654724
Iteration: 25 | delta: 5952.395327500934
Iteration: 26 | delta: 7015.998932311007
Iteration: 27 | delta: 4521.425059489252
Iteration: 28 | delta: 7208.803221654724
Iteration: 29 | delta: 7327.940099489251
Iteration: 30 | delta: 6657.381815016095
Iteration: 31 | delta: 4443.983221654724
Iteration: 32 | delta: 5110.887979838183
Iteration: 33 | delta: 7277.480190354899
Iteration: 34 | delta: 3525.1792335144855
Iteration: 35 | delta: 5905.759270354899
Iteration: 36 | delta: 7252.759270354899
Iteration: 37 | delta: 6947.345536088721
Iteration: 38 | delta: 4139.819263668928
Iteration: 39 | delta: 6240.245610480611
Iteration: 40 | delta: 4756.361480586294
Iteration: 41 | delta: 6199.0650000000005
Iteration: 42 | delta: 4649.0650000000005
Iteration: 43 | delta: 4649.0650000000005
Iteration: 44 | delta: 5616.22104943255
Iteration: 45 | delta: 7238.088298187468
Iteration: 46 | delta: 4649.0650000000005
Iteration: 47 | delta: 5454.134500000001
Iteration: 48 | delta: 6000.828633867345
Iteration: 49 | delta: 6564.318769378665
Iteration: 50 | delta: 3567.25
Iteration: 51 | delta: 4325.631727631922
Iteration: 52 | delta: 4655.705000000001
Iteration: 53 | delta: 5218.338258573454
Iteration: 54 | delta: 3446.8645000000006
Iteration: 55 | delta: 4059.134500000001
Iteration: 56 | delta: 3805.4050000000007
Iteration: 57 | delta: 3424.8645000000006
Iteration: 58 | delta: 3985.4050000000007
Iteration: 59 | delta: 4044.5505000000003
Iteration: 60 | delta: 4602.183892891848
Iteration: 61 | delta: 5331.5505
Iteration: 62 | delta: 3557.5505000000003
Iteration: 63 | delta: 3586.8645000000006
Iteration: 64 | delta: 3936.5505000000003
Iteration: 65 | delta: 4014.8645000000006
Iteration: 66 | delta: 2957.2743878270708
Iteration: 67 | delta: 3665.8210500000014
Iteration: 68 | delta: 6680.055905000001
Iteration: 69 | delta: 3613.3780500000003
Iteration: 70 | delta: 3986.5505000000003
Iteration: 71 | delta: 4658.39545
Iteration: 72 | delta: 3986.5505000000003
Iteration: 73 | delta: 3669.7865
Iteration: 74 | delta: 4510.230587107611
Iteration: 75 | delta: 5577.448945
Iteration: 76 | delta: 4469.958220500001
Iteration: 77 | delta: 3642.0602450000006
Iteration: 78 | delta: 3298.89545
Iteration: 79 | delta: 4920.39545
Iteration: 80 | delta: 5230.875905
Iteration: 81 | delta: 3417.9989450000007
Iteration: 82 | delta: 4470.948945000001
Iteration: 83 | delta: 3232.6780500000004
Iteration: 84 | delta: 3364.8259049999997
Iteration: 85 | delta: 3439.50925
Iteration: 86 | delta: 3113.225905
Iteration: 87 | delta: 4402.17805
Iteration: 88 | delta: 4829.010398450001
Iteration: 89 | delta: 1955.9425954500011
Iteration: 90 | delta: 3961.960245
Iteration: 91 | delta: 2921.113145450002
Iteration: 92 | delta: 2848.72914545
Iteration: 93 | delta: 3510.240245
Iteration: 94 | delta: 3121.6990505000003
Iteration: 95 | delta: 3726.5602450000006
Iteration: 96 | delta: 3343.4954500000003
Iteration: 97 | delta: 3955.562665010001
Iteration: 98 | delta: 3587.89545
Iteration: 99 | delta: 2367.196898800964
Iteration: 100 | delta: 2219.0422450000005
Reached maximum number of iterations.
Execution time (Incremental VI): 6.137187292 seconds
Nb states discovered (env): 2830
Interactive play is only supported for TicTacToe. Skipping step-by-step display.
