run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,RECURSIVE,Frozen_lakeembedded,43,0.049340916,0.055968015,7,SUCCESS,0,experiments/20260711_101250/logs/Frozen_lakeembedded/POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
