Selected algorithm = INCREMENTAL_VALUE_ITERATION
Selected reward strategy = ONCEANDFORALL
Selected environment = Frozen_lake
Load classical B Machine
Load success
Exploration strategy = RECURSIVE
Start exploration

End of exploration 43 | Exploration time: 0.042621541 seconds
Start learning (Incremental Value Iteration)
Iteration: 1 | delta: 1900.0
Iteration: 2 | delta: 2193.2000000000003
Iteration: 3 | delta: 3795.3279
Iteration: 4 | delta: 4225.79511
Iteration: 5 | delta: 3074.2155990000006
Iteration: 6 | delta: 3803.2155990000006
Iteration: 7 | delta: 3078.409535190001
Iteration: 8 | delta: 2724.0576790535097
Iteration: 9 | delta: 2021.184701148159
Iteration: 10 | delta: 3845.98867905351
Iteration: 11 | delta: 536.6161193139005
Iteration: 12 | delta: 688.8456394771601
Iteration: 13 | delta: 391.19315097983326
Iteration: 14 | delta: 430.4672099999998
Iteration: 15 | delta: 313.8105960900002
Iteration: 16 | delta: 502.1684711788498
Iteration: 17 | delta: 1071.912699590407
Iteration: 18 | delta: 1172.6175089812386
Iteration: 19 | delta: 1172.6175089812386
Iteration: 20 | delta: 1135.1222011599875
Iteration: 21 | delta: 451.9516240609628
Iteration: 22 | delta: 919.4489829395907
Iteration: 23 | delta: 326.651561044102
Iteration: 24 | delta: 827.5040846456313
Iteration: 25 | delta: 264.5877644457223
Iteration: 26 | delta: 214.31608920103554
Iteration: 27 | delta: 214.31608920103554
Iteration: 28 | delta: 390.31968655445235
Iteration: 29 | delta: 363.260233081568
Iteration: 30 | delta: 336.63194707128605
Iteration: 31 | delta: 383.73323404374787
Iteration: 32 | delta: 353.21507785065205
Iteration: 33 | delta: 317.8935700655875
Iteration: 34 | delta: 296.98440516337087
Iteration: 35 | delta: 267.2859646470333
Iteration: 36 | delta: 58.14973700304108
Iteration: 37 | delta: 72.48888065062056
Iteration: 38 | delta: 88.62938119652608
Iteration: 39 | delta: 58.71599332700316
Iteration: 40 | delta: 79.76644307687275
Iteration: 41 | delta: 64.61081889226625
Iteration: 42 | delta: 58.14973700304108
Iteration: 43 | delta: 42.391158275217094
Iteration: 44 | delta: 38.15204244769484
Iteration: 45 | delta: 23.0152378320563
Iteration: 46 | delta: 16.423203268261204
Iteration: 47 | delta: 16.423203268261204
Iteration: 48 | delta: 20.713714048850306
Iteration: 49 | delta: 30.903154382633147
Iteration: 50 | delta: 25.03155504993265
Iteration: 51 | delta: 24.79331848774291
Iteration: 52 | delta: 14.780882941433447
Iteration: 53 | delta: 24.79331848774291
Iteration: 54 | delta: 5.726416897021409
Iteration: 55 | delta: 22.52839954493902
Iteration: 56 | delta: 38.523563221846416
Iteration: 57 | delta: 18.248003631400934
Iteration: 58 | delta: 44.506880856984935
Iteration: 59 | delta: 22.74777884686773
Iteration: 60 | delta: 2.9358911168628765
Iteration: 61 | delta: 5.726416897021409
Iteration: 62 | delta: 4.174557917929633
Iteration: 63 | delta: 10.775263664305385
Iteration: 64 | delta: 26.280868077241394
Iteration: 65 | delta: 3.381391913522748
Iteration: 66 | delta: 7.855167211278967
Iteration: 67 | delta: 7.069650490151616
Iteration: 68 | delta: 6.362685441135909
Iteration: 69 | delta: 24.31252803562893
Iteration: 70 | delta: 4.638397686587268
Iteration: 71 | delta: 4.174557917929633
Iteration: 72 | delta: 7.138494039658326
Iteration: 73 | delta: 3.381391913522748
Iteration: 74 | delta: 8.247214877081205
Iteration: 75 | delta: 2.465034704957361
Iteration: 76 | delta: 2.2185312344627164
Iteration: 77 | delta: 2.2185312344627164
Iteration: 78 | delta: 0.6961986091318977
Iteration: 79 | delta: 1.996678111016081
Iteration: 80 | delta: 0.7735540101457445
Iteration: 81 | delta: 6.17991842140691
Iteration: 82 | delta: 0.6265787482170708
Iteration: 83 | delta: 1.0611166119961126
Iteration: 84 | delta: 2.5880634166587697
Iteration: 85 | delta: 0.41109831670655694
Iteration: 86 | delta: 0.24274944503122242
Iteration: 87 | delta: 0.36998848503571935
Iteration: 88 | delta: 0.7735540101457445
Iteration: 89 | delta: 0.6961986091318977
Iteration: 90 | delta: 0.6961986091318977
Iteration: 91 | delta: 0.6265787482170708
Iteration: 92 | delta: 1.0714496594519005
Iteration: 93 | delta: 0.4567759074507194
Iteration: 94 | delta: 1.0026687944464356
Iteration: 95 | delta: 0.2996906728785689
Iteration: 96 | delta: 0.5124710506224801
Iteration: 97 | delta: 0.41510155100513657
Iteration: 98 | delta: 0.12900700781756314
Iteration: 99 | delta: 0.3026090306811966
Iteration: 100 | delta: 0.1433411197958776
Reached maximum number of iterations.
Execution time (Incremental VI): 9.374730642 seconds
Nb states discovered (env): 43
Interactive play is only supported for TicTacToe. Skipping step-by-step display.
