run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,RECURSIVE,autoV2embedded,2830,1.19626893,4.089651951,8,SUCCESS,0,experiments/20260711_101250/logs/autoV2embedded/POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
