Selected algorithm = INCREMENTAL_VALUE_ITERATION
Selected reward strategy = EMBEDDED
Selected environment = Frozen_lakeembedded
Load classical B Machine
Load success
Exploration strategy = PREPROCESS
Start exploration
.Model Checking complete. No error nodes found.Total states: 45

End of exploration 44 | Exploration time: 0.018067495 seconds
Start learning (Incremental Value Iteration)
Iteration: 1 | delta: 1000.0
Iteration: 2 | delta: 1972.8800000000003
Iteration: 3 | delta: 1775.5920000000003
Iteration: 4 | delta: 1597.1328000000003
Iteration: 5 | delta: 1774.5920000000003
Iteration: 6 | delta: 1437.4195200000004
Iteration: 7 | delta: 2414.020499
Iteration: 8 | delta: 1977.3761390999998
Iteration: 9 | delta: 1827.625599
Iteration: 10 | delta: 2177.6061345038997
Iteration: 11 | delta: 1959.8455210535096
Iteration: 12 | delta: 2245.7607790535108
Iteration: 13 | delta: 2667.9051243270087
Iteration: 14 | delta: 1637.1596079300093
Iteration: 15 | delta: 1819.0662310333432
Iteration: 16 | delta: 557.9649679764998
Iteration: 17 | delta: 478.2969000000003
Iteration: 18 | delta: 502.16847117885027
Iteration: 19 | delta: 406.75646165486705
Iteration: 20 | delta: 329.4727339404426
Iteration: 21 | delta: 313.8105960900002
Iteration: 22 | delta: 418.10211513696686
Iteration: 23 | delta: 376.2919036232697
Iteration: 24 | delta: 228.76792454961014
Iteration: 25 | delta: 246.88511796722696
Iteration: 26 | delta: 326.651561044102
Iteration: 27 | delta: 293.98640493969197
Iteration: 28 | delta: 264.5877644457223
Iteration: 29 | delta: 264.5877644457223
Iteration: 30 | delta: 395.79263842334285
Iteration: 31 | delta: 359.1156003447568
Iteration: 32 | delta: 144.79951114372125
Iteration: 33 | delta: 150.0946352969986
Iteration: 34 | delta: 135.08517176729947
Iteration: 35 | delta: 161.22271441198154
Iteration: 36 | delta: 86.083517816719
Iteration: 37 | delta: 69.72764943154198
Iteration: 38 | delta: 109.41898913151272
Iteration: 39 | delta: 76.95239700172715
Iteration: 40 | delta: 98.4770902183609
Iteration: 41 | delta: 56.09829741425892
Iteration: 42 | delta: 56.09829741425892
Iteration: 43 | delta: 96.27107734114361
Iteration: 44 | delta: 79.76644307687275
Iteration: 45 | delta: 71.78979876918493
Iteration: 46 | delta: 27.812838944370014
Iteration: 47 | delta: 64.61081889226625
Iteration: 48 | delta: 24.31252803562984
Iteration: 49 | delta: 58.14973700304108
Iteration: 50 | delta: 53.46571654564923
Iteration: 51 | delta: 48.119144891084034
Iteration: 52 | delta: 13.302794647290284
Iteration: 53 | delta: 52.334763302736974
Iteration: 54 | delta: 24.19866452125825
Iteration: 55 | delta: 26.887405023619976
Iteration: 56 | delta: 34.33683820292572
Iteration: 57 | delta: 30.903154382633147
Iteration: 58 | delta: 27.812838944370014
Iteration: 59 | delta: 10.181746761829345
Iteration: 60 | delta: 20.275559590445482
Iteration: 61 | delta: 8.247214877082115
Iteration: 62 | delta: 9.419171500388984
Iteration: 63 | delta: 18.248003631400934
Iteration: 64 | delta: 16.423203268261204
Iteration: 65 | delta: 11.574146224657852
Iteration: 66 | delta: 13.302794647290284
Iteration: 67 | delta: 9.375058441974033
Iteration: 68 | delta: 4.3453786377840515
Iteration: 69 | delta: 11.972515182562347
Iteration: 70 | delta: 9.697737297874482
Iteration: 71 | delta: 8.727963568087944
Iteration: 72 | delta: 7.855167211278967
Iteration: 73 | delta: 4.534491640995839
Iteration: 74 | delta: 7.069650490151616
Iteration: 75 | delta: 5.726416897021409
Iteration: 76 | delta: 5.153775207319995
Iteration: 77 | delta: 4.832376284214661
Iteration: 78 | delta: 4.174557917929633
Iteration: 79 | delta: 3.043252722171019
Iteration: 80 | delta: 2.6549280870358416
Iteration: 81 | delta: 3.522802311193118
Iteration: 82 | delta: 2.465034704957361
Iteration: 83 | delta: 0.7735540101457445
Iteration: 84 | delta: 2.6443002329051524
Iteration: 85 | delta: 0.6057302030985738
Iteration: 86 | delta: 2.2185312344627164
Iteration: 87 | delta: 1.7970102999152004
Iteration: 88 | delta: 0.5075287860563549
Iteration: 89 | delta: 0.41109831670655694
Iteration: 90 | delta: 1.1790184577730543
Iteration: 91 | delta: 0.9550049507961376
Iteration: 92 | delta: 0.18969032923996565
Iteration: 93 | delta: 0.6961986091318977
Iteration: 94 | delta: 0.6265787482170708
Iteration: 95 | delta: 0.5639208733955456
Iteration: 96 | delta: 0.4567759074507194
Iteration: 97 | delta: 0.41109831670655694
Iteration: 98 | delta: 0.2996906728785689
Iteration: 99 | delta: 0.06855961324072268
Iteration: 100 | delta: 0.24274944503122242
Reached maximum number of iterations.
Execution time (Incremental VI): 0.081419269 seconds
Nb states discovered (env): 44
Interactive play is only supported for TicTacToe. Skipping step-by-step display.
