run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,EMBEDDED,RECURSIVE,autoV2embedded,2830,1.278203933,5.538914666,12,SUCCESS,0,experiments/20260710_150729/logs/autoV2embedded/MODIFIED_POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
