Selected algorithm = INCREMENTAL_VALUE_ITERATION
Selected reward strategy = ONCEANDFORALL
Selected environment = Frozen_lake
Load classical B Machine
Load success
Exploration strategy = PREPROCESS
Start exploration
.Model Checking complete. No error nodes found.Total states: 45

End of exploration 44 | Exploration time: 0.018082196 seconds
Start learning (Incremental Value Iteration)
Iteration: 1 | delta: 2710.0
Iteration: 2 | delta: 2439.0
Iteration: 3 | delta: 2194.2000000000003
Iteration: 4 | delta: 1775.5920000000003
Iteration: 5 | delta: 1596.1328000000003
Iteration: 6 | delta: 2194.2000000000003
Iteration: 7 | delta: 2256.3279
Iteration: 8 | delta: 2030.69511
Iteration: 9 | delta: 2030.69511
Iteration: 10 | delta: 1644.8630391000004
Iteration: 11 | delta: 1827.6255990000002
Iteration: 12 | delta: 2016.992854503901
Iteration: 13 | delta: 2034.1860570300094
Iteration: 14 | delta: 2803.725747030009
Iteration: 15 | delta: 2803.725747030009
Iteration: 16 | delta: 972.9582957030007
Iteration: 17 | delta: 391.19315097983326
Iteration: 18 | delta: 619.9610755294434
Iteration: 19 | delta: 868.2492866682287
Iteration: 20 | delta: 2271.0178550943074
Iteration: 21 | delta: 1135.1222011599884
Iteration: 22 | delta: 1021.60998104399
Iteration: 23 | delta: 1021.60998104399
Iteration: 24 | delta: 919.4489829395907
Iteration: 25 | delta: 919.4489829395907
Iteration: 26 | delta: 293.98640493969106
Iteration: 27 | delta: 302.73980689341806
Iteration: 28 | delta: 302.73980689341806
Iteration: 29 | delta: 337.0766450963438
Iteration: 30 | delta: 303.36898058670977
Iteration: 31 | delta: 160.88834571524603
Iteration: 32 | delta: 378.74177412595145
Iteration: 33 | delta: 340.86759671335676
Iteration: 34 | delta: 340.86759671335676
Iteration: 35 | delta: 276.1027533378201
Iteration: 36 | delta: 276.1027533378201
Iteration: 37 | delta: 71.78979876918493
Iteration: 38 | delta: 95.00295926139552
Iteration: 39 | delta: 326.9342097734143
Iteration: 40 | delta: 69.25715730155571
Iteration: 41 | delta: 69.25715730155571
Iteration: 42 | delta: 50.488467672832485
Iteration: 43 | delta: 45.43962090554851
Iteration: 44 | delta: 62.3314415713985
Iteration: 45 | delta: 33.3505185673921
Iteration: 46 | delta: 30.903154382633147
Iteration: 47 | delta: 27.812838944370014
Iteration: 48 | delta: 26.055833149995124
Iteration: 49 | delta: 20.275559590445482
Iteration: 50 | delta: 21.105224851495223
Iteration: 51 | delta: 26.055833149995124
Iteration: 52 | delta: 24.198664521256433
Iteration: 53 | delta: 21.77879806913097
Iteration: 54 | delta: 21.105224851496132
Iteration: 55 | delta: 19.60091826221742
Iteration: 56 | delta: 15.876743792397065
Iteration: 57 | delta: 23.0152378320563
Iteration: 58 | delta: 18.642342643966003
Iteration: 59 | delta: 18.642342643966003
Iteration: 60 | delta: 9.211106607919646
Iteration: 61 | delta: 15.100297541612235
Iteration: 62 | delta: 12.330894265183815
Iteration: 63 | delta: 12.062109532172144
Iteration: 64 | delta: 12.062109532173054
Iteration: 65 | delta: 10.85589857895593
Iteration: 66 | delta: 3.757102126135578
Iteration: 67 | delta: 3.381391913522748
Iteration: 68 | delta: 7.913950064058554
Iteration: 69 | delta: 7.122555057652789
Iteration: 70 | delta: 4.638397686587268
Iteration: 71 | delta: 3.381391913522748
Iteration: 72 | delta: 1.617309269922771
Iteration: 73 | delta: 1.2442839182986063
Iteration: 74 | delta: 3.043252722171019
Iteration: 75 | delta: 2.7389274499528256
Iteration: 76 | delta: 2.2185312344627164
Iteration: 77 | delta: 1.7970102999152004
Iteration: 78 | delta: 1.0611166119961126
Iteration: 79 | delta: 1.4555783429314033
Iteration: 80 | delta: 0.41109831670655694
Iteration: 81 | delta: 0.3965953558108595
Iteration: 82 | delta: 1.1790184577730543
Iteration: 83 | delta: 1.0611166119961126
Iteration: 84 | delta: 0.9550049507961376
Iteration: 85 | delta: 0.7735540101457445
Iteration: 86 | delta: 0.3061669826392972
Iteration: 87 | delta: 0.6961986091318977
Iteration: 88 | delta: 0.5639208733955456
Iteration: 89 | delta: 0.6265787482170708
Iteration: 90 | delta: 0.3810635291529252
Iteration: 91 | delta: 0.5075287860563549
Iteration: 92 | delta: 0.41109831670655694
Iteration: 93 | delta: 0.41109831670655694
Iteration: 94 | delta: 0.3329896365321474
Iteration: 95 | delta: 0.2996906728785689
Iteration: 96 | delta: 0.21847450052882778
Iteration: 97 | delta: 0.24274944503122242
Iteration: 98 | delta: 0.11350537713406084
Iteration: 99 | delta: 0.1966270504763088
Iteration: 100 | delta: 0.04048376602258941
Reached maximum number of iterations.
Execution time (Incremental VI): 7.597927538 seconds
Nb states discovered (env): 44
Interactive play is only supported for TicTacToe. Skipping step-by-step display.
